partition,test_type,status,owner,model
pard2d1misc,atspeed_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_d2d-a0-26ww21a
pard2d1misc,pard2d1misc_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Emmanuel,nio_d2d-a0-26ww21a
pard2d1misc,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Emmanuel,nio_d2d-a0-26ww21a
pard2d1misc,stuckat_edt_bypass_low_internal_serial_chain,PASS,Emmanuel,nio_d2d-a0-26ww21a
pard2d1misc,stuckat_edt_bypass_low_internal_serial_scan,PASS,Emmanuel,nio_d2d-a0-26ww21a
pard2d1misc,stuckat_edt_edt_low_internal_serial_chain,PASS,Emmanuel,nio_d2d-a0-26ww21a
pard2d1misc,stuckat_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_d2d-a0-26ww21a
parmcmse,atspeed_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_mc-a0-26ww20c
parmcmse,parmcmse_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Emmanuel,nio_mc-a0-26ww20c
parmcmse,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Emmanuel,nio_mc-a0-26ww20c
parmcmse,stuckat_edt_bypass_low_internal_serial_chain,PASS,Emmanuel,nio_mc-a0-26ww20c
parmcmse,stuckat_edt_bypass_low_internal_serial_scan,PASS,Emmanuel,nio_mc-a0-26ww20c
parmcmse,stuckat_edt_edt_low_internal_serial_chain,PASS,Emmanuel,nio_mc-a0-26ww20c
parmcmse,stuckat_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_mc-a0-26ww20c
parmemsram,atspeed_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_mc-a0-26ww20c
parmemsram,parmemsram_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Emmanuel,nio_mc-a0-26ww20c
parmemsram,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Emmanuel,nio_mc-a0-26ww20c
parmemsram,stuckat_edt_bypass_low_internal_serial_chain,PASS,Emmanuel,nio_mc-a0-26ww20c
parmemsram,stuckat_edt_bypass_low_internal_serial_scan,PASS,Emmanuel,nio_mc-a0-26ww20c
parmemsram,stuckat_edt_edt_low_internal_serial_chain,PASS,Emmanuel,nio_mc-a0-26ww20c
parmemsram,stuckat_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_mc-a0-26ww20c
parmiofblprxfcrarbmux,atspeed_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww21c
parmiofblprxfcrarbmux,parmiofblprxfcrarbmux_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Emmanuel,nio_uio-a0-26ww21c
parmiofblprxfcrarbmux,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Emmanuel,nio_uio-a0-26ww21c
parmiofblprxfcrarbmux,stuckat_edt_bypass_low_internal_serial_chain,PASS,Emmanuel,nio_uio-a0-26ww21c
parmiofblprxfcrarbmux,stuckat_edt_bypass_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww21c
parmiofblprxfcrarbmux,stuckat_edt_edt_low_internal_serial_chain,PASS,Emmanuel,nio_uio-a0-26ww21c
parmiofblprxfcrarbmux,stuckat_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww21c
parmiofblpvnpipeac_uio_0,atspeed_edt_edt_low_internal_serial_scan,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmiofblpvnpipeac_uio_0,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmiofblpvnpipeac_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmiofblpvnpipeac_uio_0,stuckat_edt_bypass_low_internal_serial_chain,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmiofblpvnpipeac_uio_0,stuckat_edt_bypass_low_internal_serial_scan,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmiofblpvnpipeac_uio_0,stuckat_edt_edt_low_internal_serial_chain,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmiofblpvnpipeac_uio_0,stuckat_edt_edt_low_internal_serial_scan,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmioiommu_uio_0,atspeed_edt_edt_low_internal_serial_scan,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmioiommu_uio_0,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmioiommu_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmioiommu_uio_0,stuckat_edt_bypass_low_internal_serial_chain,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmioiommu_uio_0,stuckat_edt_bypass_low_internal_serial_scan,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmioiommu_uio_0,stuckat_edt_edt_low_internal_serial_chain,MISSING,Emmanuel,nio_uio-a0-26ww21c
parmioiommu_uio_0,stuckat_edt_edt_low_internal_serial_scan,MISSING,Emmanuel,nio_uio-a0-26ww21c
