partition,test_type,status,owner,model
pard2d1chnl,atspeed_edt_edt_low_internal_serial_scan,PASS,Mario Alpizar,nio_d2d-a0-26ww13c
pard2d1chnl,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,Mario Alpizar,nio_d2d-a0-26ww13c
pard2d1chnl,ssn_continuity,PASS,Sebastian Porras,nio_d2d-a0-26ww13c
pard2d1chnl,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,Mario Alpizar,nio_d2d-a0-26ww13c
pard2d1chnl,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario Alpizar,nio_d2d-a0-26ww13c
pard2d1chnl,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario Alpizar,nio_d2d-a0-26ww13c
pard2d1chnl,stuckat_edt_edt_low_internal_loopback,PASS,Sebastian Porras,nio_d2d-a0-26ww13c
pard2d1chnl,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario Alpizar,nio_d2d-a0-26ww13c
pard2d1chnl,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario Alpizar,nio_d2d-a0-26ww13c
pard2d1misc,atspeed_edt_edt_low_internal_serial_scan,FAIL,Emmanuel Araya,nio_d2d-a0-26ww13c
pard2d1misc,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,Emmanuel Araya,nio_d2d-a0-26ww13c
pard2d1misc,ssn_continuity,PASS,Sebastian Porras,nio_d2d-a0-26ww13c
pard2d1misc,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,Emmanuel Araya,nio_d2d-a0-26ww13c
pard2d1misc,stuckat_edt_bypass_low_internal_serial_chain,PASS,Emmanuel Araya,nio_d2d-a0-26ww13c
pard2d1misc,stuckat_edt_bypass_low_internal_serial_scan,PASS,Emmanuel Araya,nio_d2d-a0-26ww13c
pard2d1misc,stuckat_edt_edt_low_internal_loopback,PASS,Sebastian Porras,nio_d2d-a0-26ww13c
pard2d1misc,stuckat_edt_edt_low_internal_serial_chain,PASS,Emmanuel Araya,nio_d2d-a0-26ww13c
pard2d1misc,stuckat_edt_edt_low_internal_serial_scan,PASS,Emmanuel Araya,nio_d2d-a0-26ww13c
pard2d1uladda0,atspeed_edt_edt_low_internal_serial_scan,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda0,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda0,ssn_continuity,PASS,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda0,stuckat_edt_bypass_low_internal_serial_chain,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda0,stuckat_edt_bypass_low_internal_serial_scan,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda0,stuckat_edt_edt_low_internal_loopback,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda0,stuckat_edt_edt_low_internal_serial_chain,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda0,stuckat_edt_edt_low_internal_serial_scan,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,atspeed_edt_edt_low_internal_serial_scan,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,ssn_continuity,PASS,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,stuckat_edt_bypass_low_internal_serial_chain,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,stuckat_edt_bypass_low_internal_serial_scan,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,stuckat_edt_edt_low_internal_loopback,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,stuckat_edt_edt_low_internal_serial_chain,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
pard2d1uladda1,stuckat_edt_edt_low_internal_serial_scan,MISSING,KalthireddyX Gunasekhar,nio_d2d-a0-26ww13c
parmccore,atspeed_edt_edt_low_internal_serial_scan,FAIL,Mario Alpizar,nio_mc-a0-26ww14a
parmccore,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,Mario Alpizar,nio_mc-a0-26ww14a
parmccore,ssn_continuity,PASS,Sebastian Porras,nio_mc-a0-26ww14a
parmccore,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,Mario Alpizar,nio_mc-a0-26ww14a
parmccore,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario Alpizar,nio_mc-a0-26ww14a
parmccore,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario Alpizar,nio_mc-a0-26ww14a
parmccore,stuckat_edt_edt_low_internal_loopback,PASS,Sebastian Porras,nio_mc-a0-26ww14a
parmccore,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario Alpizar,nio_mc-a0-26ww14a
parmccore,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario Alpizar,nio_mc-a0-26ww14a
parmcmisc,atspeed_edt_edt_low_internal_serial_scan,FAIL,Mauricio Segura,nio_mc-a0-26ww14a
