partition,test_type,status,owner,model
parmioiommu_uio_0,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,Emmanuel,nio_uio-a0-26ww18c
parmioiommu_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,Emmanuel,nio_uio-a0-26ww18c
parmioiommu_uio_0,stuckat_edt_bypass_low_internal_serial_chain,MISSING,Emmanuel,nio_uio-a0-26ww18c
parmioiommu_uio_0,stuckat_edt_bypass_low_internal_serial_scan,MISSING,Emmanuel,nio_uio-a0-26ww18c
parmioiommu_uio_0,stuckat_edt_edt_low_internal_serial_chain,MISSING,Emmanuel,nio_uio-a0-26ww18c
parmioiommu_uio_0,stuckat_edt_edt_low_internal_serial_scan,MISSING,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,parmiopcie6tridelldp_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6tridelldp_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,parmiopcie6ttidecee_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Emmanuel,nio_uio-a0-26ww18c
parmiopcie6ttidecee_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Emmanuel,nio_uio-a0-26ww18c
pard2d1chnl,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_d2d-a0-26ww18a
pard2d1chnl,atspeed_edt_edt_low_internal_serial_scan,PASS,Mario,nio_d2d-a0-26ww18a
pard2d1chnl,ijtag_basic_tap_tests_rw_access,FAIL,Mario,nio_d2d-a0-26ww18a
pard2d1chnl,pard2d1chnl_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mario,nio_d2d-a0-26ww18a
pard2d1chnl,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mario,nio_d2d-a0-26ww18a
pard2d1chnl,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario,nio_d2d-a0-26ww18a
pard2d1chnl,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_d2d-a0-26ww18a
pard2d1chnl,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario,nio_d2d-a0-26ww18a
pard2d1chnl,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario,nio_d2d-a0-26ww18a
parmccore,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_mc-a0-26ww18a
parmccore,atspeed_edt_edt_low_internal_serial_scan,PASS,Mario,nio_mc-a0-26ww18a
parmccore,ijtag_basic_tap_tests_rw_access,PASS,Mario,nio_mc-a0-26ww18a
parmccore,parmccore_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mario,nio_mc-a0-26ww18a
parmccore,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mario,nio_mc-a0-26ww18a
parmccore,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario,nio_mc-a0-26ww18a
parmccore,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_mc-a0-26ww18a
parmccore,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario,nio_mc-a0-26ww18a
parmccore,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario,nio_mc-a0-26ww18a
parmiocxltx_uio_0,atspeed_edt_bypass_low_internal_serial_scan,MISSING,Mario,nio_uio-a0-26ww18c
parmiocxltx_uio_0,atspeed_edt_edt_low_internal_serial_scan,MISSING,Mario,nio_uio-a0-26ww18c
parmiocxltx_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mario,nio_uio-a0-26ww18c
parmiocxltx_uio_0,parmiocxltx_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mario,nio_uio-a0-26ww18c
parmiocxltx_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mario,nio_uio-a0-26ww18c
parmiocxltx_uio_0,stuckat_edt_bypass_low_internal_serial_chain,MISSING,Mario,nio_uio-a0-26ww18c
parmiocxltx_uio_0,stuckat_edt_bypass_low_internal_serial_scan,MISSING,Mario,nio_uio-a0-26ww18c
parmiocxltx_uio_0,stuckat_edt_edt_low_internal_serial_chain,MISSING,Mario,nio_uio-a0-26ww18c
parmiocxltx_uio_0,stuckat_edt_edt_low_internal_serial_scan,MISSING,Mario,nio_uio-a0-26ww18c
parmiofblptx,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiofblptx,atspeed_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiofblptx,ijtag_basic_tap_tests_rw_access,PASS,Mario,nio_uio-a0-26ww18c
parmiofblptx,parmiofblptx_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mario,nio_uio-a0-26ww18c
parmiofblptx,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mario,nio_uio-a0-26ww18c
parmiofblptx,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmiofblptx,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiofblptx,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmiofblptx,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,parmiohap_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmiohap_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,parmioitc_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmioitc_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,parmiopcie6ttcore_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmiopcie6ttcore_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,parmiostaticmux_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mario,nio_uio-a0-26ww18c
parmiostaticmux_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mario,nio_uio-a0-26ww18c
parmcmisc,atspeed_edt_bypass_low_internal_serial_scan,MISSING,Mauricio,nio_mc-a0-26ww18a
parmcmisc,atspeed_edt_edt_low_internal_serial_scan,MISSING,Mauricio,nio_mc-a0-26ww18a
parmcmisc,ijtag_basic_tap_tests_rw_access,FAIL,Mauricio,nio_mc-a0-26ww18a
parmcmisc,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,Mauricio,nio_mc-a0-26ww18a
parmcmisc,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,Mauricio,nio_mc-a0-26ww18a
parmcmisc,stuckat_edt_bypass_low_internal_serial_chain,MISSING,Mauricio,nio_mc-a0-26ww18a
parmcmisc,stuckat_edt_bypass_low_internal_serial_scan,MISSING,Mauricio,nio_mc-a0-26ww18a
parmcmisc,stuckat_edt_edt_low_internal_serial_chain,MISSING,Mauricio,nio_mc-a0-26ww18a
parmcmisc,stuckat_edt_edt_low_internal_serial_scan,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,atspeed_edt_bypass_low_internal_serial_scan,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,atspeed_edt_edt_low_internal_serial_scan,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,ijtag_basic_tap_tests_rw_access,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,scan_ctlr_stuckat_edt_bypass_low_internal_scandump,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,stuckat_edt_bypass_low_internal_serial_chain,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,stuckat_edt_bypass_low_internal_serial_scan,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,stuckat_edt_edt_low_internal_serial_chain,MISSING,Mauricio,nio_mc-a0-26ww18a
parmemdfi0,stuckat_edt_edt_low_internal_serial_scan,MISSING,Mauricio,nio_mc-a0-26ww18a
parmioasf_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmioasf_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmioasf_uio_0,ijtag_basic_tap_tests_rw_access,FAIL,Mauricio,nio_uio-a0-26ww18c
parmioasf_uio_0,parmioasf_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mauricio,nio_uio-a0-26ww18c
parmioasf_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mauricio,nio_uio-a0-26ww18c
parmioasf_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmioasf_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmioasf_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmioasf_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,parmiocpc_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocpc_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,parmiocxlrx_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmiocxlrx_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,parmiootc_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmiootc_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,parmiopcie6trcore_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmiopcie6trcore_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,atspeed_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,atspeed_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,ijtag_basic_tap_tests_rw_access,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,parmioula_uio_0_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,stuckat_edt_bypass_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,stuckat_edt_bypass_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,stuckat_edt_edt_low_internal_serial_chain,PASS,Mauricio,nio_uio-a0-26ww18c
parmioula_uio_0,stuckat_edt_edt_low_internal_serial_scan,PASS,Mauricio,nio_uio-a0-26ww18c
